Monitoring Location Name,Monitoring Location Type Name,Latitude,Longitude,Organization Formal Name
"SWEATHOUSE CREEK AT ROUTE 708 NEAR SCOTTS FORK, VA",Stream,-77.8611111,37.2791389,USGS Virginia Water Science Center
"APPOMATTOX RIVER AT MATOACA, VA",Stream,-77.475263,37.2251505,USGS Virginia Water Science Center
"CHICKAHOMINY RIVER NEAR PROVIDENCE FORGE, VA",Stream,-77.0608027,37.4362577,USGS Virginia Water Science Center
52NS  2,Spring,-77.3549694,38.087875,USGS Virginia Water Science Center
52NS  1,Spring,-77.3543806,38.0879472,USGS Virginia Water Science Center
53NS  8,Spring,-77.1441944,38.0981528,USGS Virginia Water Science Center
53NS  7,Spring,-77.1476167,38.0987472,USGS Virginia Water Science Center
53NS  5,Spring,-77.1470833,38.1086944,USGS Virginia Water Science Center
53NS  6,Spring,-77.1469917,38.1087278,USGS Virginia Water Science Center
53NS  1,Spring,-77.203325,38.1147306,USGS Virginia Water Science Center
53NS  4,Spring,-77.2013417,38.1239917,USGS Virginia Water Science Center
53NS  2,Spring,-77.2002417,38.1244139,USGS Virginia Water Science Center
53NS  3,Spring,-77.200975,38.1244083,USGS Virginia Water Science Center
53PS  1,Spring,-77.2011417,38.1385917,USGS Virginia Water Science Center
52PS  4,Spring,-77.2782889,38.1682389,USGS Virginia Water Science Center
52PS  3,Spring,-77.2780639,38.169075,USGS Virginia Water Science Center
52PS  1,Spring,-77.2829889,38.1706167,USGS Virginia Water Science Center
52PS  2,Spring,-77.2782194,38.1720028,USGS Virginia Water Science Center
52PS  9,Spring,-77.2869278,38.1977583,USGS Virginia Water Science Center
52PS  7,Spring,-77.2898139,38.1994694,USGS Virginia Water Science Center
52PS  5,Spring,-77.2904778,38.1994833,USGS Virginia Water Science Center
"BUCKS BRANCH AT CONRAIL RD AT CANNON, DE",Stream,-75.6186111,38.6866667,USGS Maryland Water Science Center
"FREIDEL PRONG AT WESLEY CHURCH RD NEAR CANNON, DE",Stream,-75.6341667,38.6922222,USGS Maryland Water Science Center
"BUCKS BRANCH AT BUCKS BRANCH ROAD NEAR ATLANTA, DE",Stream,-75.6441667,38.6922222,USGS Maryland Water Science Center
"BUCKS B AT ATLANTA, DE",Stream,-75.6652069,38.7009473,USGS Maryland Water Science Center
"FREIDEL PRONG AT BAKER ROAD NEAR ATLANTA, DE",Stream,-75.6425,38.7030556,USGS Maryland Water Science Center
"BUCKS BRANCH AT FEDERALSBURG ROAD AT ATLANTA, DE",Stream,-75.6655556,38.71,USGS Maryland Water Science Center
"WWTP OUTFALL BL SPRING HOLLOW CR NR WOODSTOCK, VA",Facility: Outfall,-78.4802333,38.8861556,USGS Virginia Water Science Center
Seep NW of AND-IR-W-6S,Spring,-75.7750833,39.2228333,USGS Maryland Water Science Center
Ber-0039(Lefevre Spring),Spring,-78.0579722,39.3315556,USGS West Virginia Water Science Center
FR Dd 244,Spring,-77.4406111,39.4314444,USGS Maryland Water Science Center
FR Dd 213,Spring,-77.442208,39.432324,USGS Maryland Water Science Center
FR Dd 245,Spring,-77.4411944,39.4346944,USGS Maryland Water Science Center
"HUNTING CREEK NEAR PARK CENTER ROAD,THURMOUNT, MD",Stream,-77.4510988,39.6345421,USGS Maryland Water Science Center
"HUNTING CREEK NEAR MISTY MOUNT, MD",Stream,-77.4463766,39.6437086,USGS Maryland Water Science Center
"OWENS CREEK TRIB NEAR IKE SMITH, THURMOUNT,MD",Stream,-77.4769329,39.6542636,USGS Maryland Water Science Center
"OWENS CREEK AT CAMPGROUND, THURMOUNT, MD",Stream,-77.4822109,39.6606522,USGS Maryland Water Science Center
FR Bd  72,Spring,-77.4924888,39.6606521,USGS Maryland Water Science Center
"Mill Creek at Lyndon, PA",Stream,-76.2932924,40.0025987,USGS Pennsylvania Water Science Center
ALPO Seep 2,Spring,-78.5445389,40.4528889,USGS Pennsylvania Water Science Center
ALPO Skew Arch Bridge,Spring,-78.5425694,40.4530806,USGS Pennsylvania Water Science Center
ALPO Wetland 3,Wetland,-78.5557611,40.4568694,USGS Pennsylvania Water Science Center
ALPO Wetland 6,Wetland,-78.5623306,40.4628194,USGS Pennsylvania Water Science Center
ALPO Wetland 7,Wetland,-78.56235,40.4629111,USGS Pennsylvania Water Science Center
CN  SP18,Spring,-77.4663779,40.982567,USGS Pennsylvania Water Science Center
CN  SP21,Spring,-77.4172066,40.993957,USGS Pennsylvania Water Science Center
CN  SP29,Spring,-77.3787722,41.0096167,USGS Pennsylvania Water Science Center
CN  SP25,Spring,-77.331675,41.0204028,USGS Pennsylvania Water Science Center
CN  SP28,Spring,-77.3103944,41.0278611,USGS Pennsylvania Water Science Center
LITTLE MEHOOPANY CREEK AT NORTH MEHOOPANY PA,Stream,-76.0698,41.5815389,USGS New York Water Science Center
SUGAR RUN NEAR WILMOT PA,Stream,-76.2743556,41.6264361,USGS New York Water Science Center
SQ   SP6,Spring,-75.8640556,41.9117778,USGS Pennsylvania Water Science Center
HAMMOND CREEK NEAR WELLS PA,Stream,-76.9074222,41.9962861,USGS New York Water Science Center
MUDLICK CREEK AT SEELEY CREEK NY,Stream,-76.9021333,42.0176333,USGS New York Water Science Center
LITTLE CHOCONUT CR AT ST JOHN'S CH AT JOHNSON CITY,Stream,-75.9473028,42.1228167,USGS New York Water Science Center
TROUT BROOK AT CORTLANDVILLE NY,Stream,-76.1058889,42.592775,USGS New York Water Science Center
SANGERFIELD RIVER AT POOLVILLE NY,Stream,-75.5022,42.7759611,USGS New York Water Science Center
