Id,Code,Name,NameLong,Description,Lat,Long,Cbseg,Datum,CityCounty,Fips,Huc12,Huc6Name,State,Tidal,WaterBody,Comments,Status,CreatedBy,CreatedDate,ModifiedBy,ModifiedDate,StationSamplingMethodId
707,SCC.SUP,SUP,,SUP Midstream,38.9724,-76.4893,,NAD83,Anne Arundel County,24003,020600040203,Upper Chesapeake,Maryland,TRUE,Whitehall Creek-Severn River-Chesapeake Bay,(MS),TRUE,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-10T11:59:22.267Z,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-10T16:00:07.277Z,,Anne Arundel Community College; Spa Creek Conservancy
708,SCC.HC,HC,,Hawkins Cove,38.9678,-76.4971,,NAD83,Anne Arundel County,24003,020600040203,Upper Chesapeake,Maryland,TRUE,Whitehall Creek-Severn River-Chesapeake Bay,from dock at 1224 Boucher Lane (MS),TRUE,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-10T11:59:22.753Z,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-10T16:01:27.863Z,,Anne Arundel Community College; Spa Creek Conservancy
709,SCC.SCM,SCM,,Children's Museum,38.9706,-76.5074,,NAD83,Anne Arundel County,24003,020600040203,Upper Chesapeake,Maryland,TRUE,Whitehall Creek-Severn River-Chesapeake Bay,from ped bridge behind  Children's museum on Spa Creek Trail (DJ),TRUE,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-10T11:59:22.907Z,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-10T16:00:42.467Z,,Anne Arundel Community College; Spa Creek Conservancy
710,SCC.CG,CG,,Cherry Grove,38.9731,-76.5171,,NAD83,Anne Arundel County,24003,020600040203,Upper Chesapeake,Maryland,TRUE,Whitehall Creek-Severn River-Chesapeake Bay,at ped bridge over creek (DJ),TRUE,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-10T11:59:23.033Z,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-10T16:01:54.857Z,,Anne Arundel Community College; Spa Creek Conservancy
711,SCC.HW,HW,,Headwater Merge,38.9695,-76.5023,,NAD83,Anne Arundel County,24003,020600040203,Upper Chesapeake,Maryland,TRUE,Whitehall Creek-Severn River-Chesapeake Bay,(MS),TRUE,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-10T11:59:23.157Z,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-10T16:02:18.237Z,,Anne Arundel Community College; Spa Creek Conservancy
712,SCC.MOS,MOS,,Mouth of Spa Creek,38.9753,-76.4837,,NAD83,Anne Arundel County,24003,020600040203,Upper Chesapeake,Maryland,TRUE,Whitehall Creek-Severn River-Chesapeake Bay,near boat anchorage (MS),TRUE,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-10T11:59:23.347Z,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-10T16:02:41.317Z,,Anne Arundel Community College; Spa Creek Conservancy
713,SCC.MSW,MSW,,ShipWright,38.9734,-76.4879,,NAD83,Anne Arundel County,24003,020600040203,Upper Chesapeake,Maryland,TRUE,Whitehall Creek-Severn River-Chesapeake Bay,off floating dock (DC),TRUE,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-10T11:59:23.457Z,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-10T16:03:04.433Z,,Anne Arundel Community College; Spa Creek Conservancy
714,SCC.MAC,MAC,,Acton Cove,38.9732,-76.4924,,NAD83,Anne Arundel County,24003,020600040203,Upper Chesapeake,Maryland,TRUE,Whitehall Creek-Severn River-Chesapeake Bay,(MS),TRUE,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-10T11:59:23.563Z,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-10T16:05:22.933Z,,Anne Arundel Community College; Spa Creek Conservancy
715,SCC.MOWC,MOWC,,Cheston,38.9724,-76.4958,,NAD83,Anne Arundel County,24003,020600040203,Upper Chesapeake,Maryland,TRUE,Whitehall Creek-Severn River-Chesapeake Bay,facing mid-stream (DC),TRUE,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-10T11:59:23.69Z,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-10T16:05:44.957Z,,Anne Arundel Community College; Spa Creek Conservancy
716,SCC.MSM,MSM,,Truxton MIdstream,38.9699,-76.4996,,NAD83,Anne Arundel County,24003,020600040203,Upper Chesapeake,Maryland,TRUE,Whitehall Creek-Severn River-Chesapeake Bay,(MS),TRUE,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-10T11:59:23.813Z,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-10T16:06:05.85Z,,Anne Arundel Community College; Spa Creek Conservancy
717,SCC.EYC,EYC,,Eastport Yacht Club,38.9753,-76.4782,,NAD83,Anne Arundel County,24003,020600040203,Upper Chesapeake,Maryland,TRUE,Whitehall Creek-Severn River-Chesapeake Bay,at pier closest to mouth (MS),TRUE,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-10T11:59:23.94Z,96e7511e-704d-4790-aeae-f5a0043edf31,2018-05-11T18:48:39.237Z,,Anne Arundel Community College; Spa Creek Conservancy
718,AWA.ND1d,ND1d,Nicodemus Dam 1 downstream,Nicodemus Dam 1 downstream,39.786453,-77.602325,,NAD83,Franklin County,42055,020700041003,Potomac,Pennsylvania,FALSE,West Branch Antietam Creek,,TRUE,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-05-17T16:04:40.727Z,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-05-21T15:06:33.157Z,5,Antietam Watershed Association
719,AWA.ND2u,ND2u,Nicodemus Dam 2 upstream,Nicodemus Dam 2 upstream,39.787736,-77.603375,,NAD83,Franklin County,42055,020700041003,Potomac,Pennsylvania,FALSE,West Branch Antietam Creek,,TRUE,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-05-17T17:14:04.147Z,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-05-17T17:14:04.147Z,5,Antietam Watershed Association
720,USNADC.SPRHOURUN1,SPRHOURUN1,Spring House Run,Spring House Run at the outflow just south of New York Avenue,38.91648,-76.96256,,NAD83,District of Columbia,11001,020700100204,Potomac,District of Columbia,TRUE,Lower Anacostia River,Entry of the storm sewer into the Arboretum under New York Avenue and beginning of the stream restoration project,TRUE,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-22T16:35:08.647Z,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-22T20:36:07.833Z,,United States National Arboretum D.C.
721,USNADC.SPRHOURUN2,SPRHOURUN2,Spring House Run,Spring House Run in the pool after the waterfall.,38.91495,-76.96328,,NAD83,District of Columbia,11001,020700100204,Potomac,District of Columbia,TRUE,Lower Anacostia River,Middle of the stream restoration project where a spring enters the waterway,TRUE,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-22T16:35:08.85Z,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-22T20:37:19.987Z,,United States National Arboretum D.C.
722,USNADC.SPRHOURUN3,SPRHOURUN3,Spring House Run,Spring House Run at the end of the restoration project at the corner of Valley Road and Meadow Road.,38.91317,-76.96493,,NAD83,District of Columbia,11001,020700100204,Potomac,District of Columbia,TRUE,Lower Anacostia River,End of the stream restoration project before the water enters Hickey Run,TRUE,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-22T16:35:09.007Z,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-22T20:37:37.087Z,,United States National Arboretum D.C.
723,USNADC.HICRUN1,HICRUN1,Hickey Run,Hickey Run above the spring house run junction off of Hickey Lane,38.91468,-76.96696,,NAD83,District of Columbia,11001,020700100204,Potomac,District of Columbia,TRUE,Lower Anacostia River,Hickey run prior to spring house run entering the system,TRUE,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-22T16:35:09.147Z,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-22T20:37:54.057Z,,United States National Arboretum D.C.
724,USNADC.HICRUN2,HICRUN2,Hickey Run,Hickey Run below the spring house run junction off of Meadow Road.,38.91247,-76.96569,,NAD83,District of Columbia,11001,020700100204,Potomac,District of Columbia,TRUE,Lower Anacostia River,Hickey run after spring house run enters the system,TRUE,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-22T16:35:09.257Z,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-22T20:38:10.267Z,,United States National Arboretum D.C.
725,PVMN.BBGF1,BBGF1,Bluebird Gap Farm Shoreline,"Testing at shoreline project at Bluebird Gap Farm on Newmarket Creek, 60 Pine Chapel Rd, Hampton, VA. There is floating dock near the site that is proposed for water sports, ie. paddle boarding, paddle boats and kayaking",37.0319,-76.38058,,NAD83,Hampton city,51650,020801080103,Lower Chesapeake,Virginia,TRUE,Southwest Branch Back River,This site has low salinity <6PPT and is subject to a lot of run off with little chance for water to be flushed out.,TRUE,4ae80236-cafe-41fe-b275-602a5618e092,2018-05-22T20:55:34.603Z,4ae80236-cafe-41fe-b275-602a5618e092,2018-05-22T20:55:34.603Z,,Peninsula Chapter Virginia Master Naturalists
726,PVMN.ROB1,ROB1,Robinson Creek outflow,Robinson Creek outflows south through a narrow culvert under Chesapeake Avenue down a narrow stream (<15ft) and into Hampton Roads. Robinson Creek is a shallow tidal area surrounded by houses and at low tide is mostly mud,36.997357,-76.378853,,NAD83,Hampton city,51650,020802080303,James,Virginia,TRUE,Hampton River-Hampton Roads,Close quarters in residential area with narrow outflow often causes high bacteria count. One sewer leak discovered through testing at this site. Small oyster bed is in the narrow stream.,TRUE,4ae80236-cafe-41fe-b275-602a5618e092,2018-05-22T21:21:09.567Z,4ae80236-cafe-41fe-b275-602a5618e092,2018-05-22T21:21:09.567Z,,Peninsula Chapter Virginia Master Naturalists
727,ACB.Maymont,Maymont,Maymont Park Dooley Creek,Maymont Park at Dooley Creek,37.53619,-77.4788,,NAD83,Richmond city,51760,020802050607,James,Virginia,FALSE,Little Westham Creek-James River,Stream flows from Bird Park and transects the Maymont grounds with a small drainage from Hampton Street joining it below the Nature Center. ,TRUE,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-05-23T11:09:00.503Z,96e7511e-704d-4790-aeae-f5a0043edf31,2018-06-11T18:23:00.017Z,5,Alliance for the Chesapeake Bay; Maymont Foundation
728,PVMN.VLM1,VLM 1,Virginian Living Museum,VLM Deer Park,37.068241,-76.478481,,NAD83,Newport News city,51700,020802060906,James,Virginia,TRUE,Cooper Creek-James River,This is the sampling station coming from Deer Park ball field area.,TRUE,aff0ab2c-0ecf-4134-a169-abcfbbf9d5fa,2018-05-26T02:08:06.78Z,aff0ab2c-0ecf-4134-a169-abcfbbf9d5fa,2018-06-01T13:43:36.853Z,,Peninsula Chapter Virginia Master Naturalists
729,PVMN.VLM2,VLM 2,Virginia Living Museum Station 2,At the inlet from Deer Park culvert,37.071533,-76.477187,,NAD83,Newport News city,51700,020802060906,James,Virginia,TRUE,Cooper Creek-James River,This is located near Deer Park ES at the culvert.,TRUE,aff0ab2c-0ecf-4134-a169-abcfbbf9d5fa,2018-05-26T02:10:15.563Z,aff0ab2c-0ecf-4134-a169-abcfbbf9d5fa,2018-05-26T02:10:15.563Z,,Peninsula Chapter Virginia Master Naturalists
730,PVMN.VLM3,VLM 3,Virginia Living Museum Sta. 3,Near back entrance to trail,37.069855,-76.478938,,NAD83,Newport News city,51700,020802060906,James,Virginia,TRUE,Cooper Creek-James River,This is just outside the door from trail entrance across from Beavers habitat.,TRUE,aff0ab2c-0ecf-4134-a169-abcfbbf9d5fa,2018-05-26T02:12:25.7Z,aff0ab2c-0ecf-4134-a169-abcfbbf9d5fa,2018-05-26T02:12:25.7Z,,Peninsula Chapter Virginia Master Naturalists
731,PVMN.VLM4,VLM 4,VLM Sta 4,floating dock,37.068451,-76.478976,,NAD83,Newport News city,51700,020802060906,James,Virginia,TRUE,Cooper Creek-James River,This is located at the Hobbit house floating dock w/boats.,TRUE,aff0ab2c-0ecf-4134-a169-abcfbbf9d5fa,2018-05-26T02:14:03.907Z,aff0ab2c-0ecf-4134-a169-abcfbbf9d5fa,2018-05-26T02:14:03.907Z,,Peninsula Chapter Virginia Master Naturalists
732,PWSWCD.Young'sBranch-BullRun,09-PL44-Bul-Bull Run - Manassas,YoungsBranch_BR18,,38.56752,-77.556977,,NAD83,Fauquier County,51061,020700100606,Potomac,Virginia,FALSE,Slate Run-Cedar Run,This site has VASOS site code:  09-PL44-Bul-Bull Run - Manassas,TRUE,aba7e1c7-b4eb-46ef-a9cb-c44f64e00817,2018-05-29T16:50:24.183Z,aba7e1c7-b4eb-46ef-a9cb-c44f64e00817,2018-06-05T17:03:37.6Z,,Prince William Soil and Water Conservation District
733,PWSWCD.BroadRun-Dawkins-BroadRun,Broad Run-17-PL33-BR_DK1,BroadRun_Dawkins18,,38.751093,-77.558923,,NAD83,Prince William County,51153,020700100504,Potomac,Virginia,FALSE,Rocky Branch-Broad Run,This is VASOS site code: Broad Run-17-PL33-BR_DK1,TRUE,aba7e1c7-b4eb-46ef-a9cb-c44f64e00817,2018-05-29T16:55:41.747Z,aba7e1c7-b4eb-46ef-a9cb-c44f64e00817,2018-06-05T17:06:55.313Z,,Prince William Soil and Water Conservation District
734,PWSWCD.FlatBranch-BullRun,Flat Branch-16-PL44-BR1,FlatBranch_BR18,,38.772291,-77.49307,,NAD83,Prince William County,51153,020700100703,Potomac,Virginia,FALSE,Middle Bull Run,This is VASOS site code: Flat Branch - FlatBranch-16-PL44-BR1,TRUE,aba7e1c7-b4eb-46ef-a9cb-c44f64e00817,2018-05-29T17:19:06.53Z,aba7e1c7-b4eb-46ef-a9cb-c44f64e00817,2018-06-05T17:08:17.507Z,,Prince William Soil and Water Conservation District
735,ACB.UNTSC,UNTSC,Unnamed Tributary of Swift Creek,Unnamed trib of Swift Creek in the backyard of Sandra Baron,37.4927111,-77.7768892,,NAD83,Powhatan County,51145,020802070901,James,Virginia,FALSE,Swift Creek Reservoir-Swift Creek,,TRUE,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-06-04T13:33:32.883Z,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-06-04T13:33:32.883Z,8,Alliance for the Chesapeake Bay
736,ACB.COARIV3.0,COARIV3.0,Coan River,End of the pier at 886 Bundick Rd. on the Coan River at the Bundick Wharf,37.9581,-76.48242,,NAD83,Northumberland County,51133,020700110805,Potomac,Virginia,TRUE,Coan River,,TRUE,66b1fe44-1fd2-4dcd-835a-341bb064f17c,2018-06-04T21:15:54.09Z,2473b5dc-f75b-47ea-a902-869bb804c21a,2019-04-24T18:04:24.653Z,8,Alliance for the Chesapeake Bay
737,OCCA.ELKCRE0.05,ELKCRE 0.05,Elk Creek 0.05,State Highway 7east of Valder Road (west of the town of Schenevus),42.54499,-74.84201,,NAD83,Otsego County,36077,020501010302,Upper Susquehanna,New York,FALSE,Elk Creek,,TRUE,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-05T15:02:58.513Z,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-06T15:54:05.307Z,7,Otsego County Conservation Association
738,OCCA.OTECRE21.08,OTECRE 21.08,Otego Creek 21.08,Rte 11D between 11 and 205,42.61636,-75.05741,,NAD83,Otsego County,36077,020501010502,Upper Susquehanna,New York,FALSE,Upper Otego Creek,,TRUE,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-05T15:02:58.937Z,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-06T15:55:53.633Z,7,Otsego County Conservation Association
739,OCCA.OAKCRE0.72,OAKCRE 0.72,Oaks Creek 0.72,Rte 25 south of 11,42.666023,-74.959008,,NAD83,Otsego County,36077,020501010103,Upper Susquehanna,New York,FALSE,Oaks Creek,,TRUE,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-05T15:02:59.013Z,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-06T15:55:28.33Z,7,Otsego County Conservation Association
740,OCCA.UNTOTSLAK0.37,UNTOTSLAK 0.37,""Trout Book"" 0.37,Mohican Farm,42.80672,-74.90287,,NAD83,Otsego County,36077,020501010603,Upper Susquehanna,New York,FALSE,Hayden Creek-Ostego Lake,,TRUE,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-05T15:02:59.107Z,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-06T15:59:19.14Z,,Otsego County Conservation Association
741,OCCA.REDCRE1.34,REDCRE 1.34,Red Creek 1.34,Intersection County Rtes 33 and 52,42.6862,-74.9184,,NAD83,Otsego County,36077,020501010604,Upper Susquehanna,New York,FALSE,Red Creek-Susquehanna River,,TRUE,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-05T15:02:59.233Z,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-06T15:56:16.363Z,7,Otsego County Conservation Association
742,OCCA.SUSRIV466.75,SUSRIV 466.75,Susquehanna River 466.75,Behind Cooperstown School,42.690481,-74.929575,,NAD83,Otsego County,36077,020501010604,Upper Susquehanna,New York,FALSE,Red Creek-Susquehanna River,,TRUE,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-05T15:02:59.327Z,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-06T15:58:36.013Z,7,Otsego County Conservation Association
743,OCCA.UNTSUSRIV0.81,UNTSUSRIV 0.81,""Hinman Hollow Brook"" 0.81,Across from Milford School at Brook Road,42.592681,-74.949535,,NAD83,Otsego County,36077,020501010604,Upper Susquehanna,New York,FALSE,Red Creek-Susquehanna River,,TRUE,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-05T15:02:59.42Z,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-06T15:59:57.53Z,7,Otsego County Conservation Association
744,OCCA.BUTCRE17.90,BUTCRE 17.90,Butternut Creek 17.90,At Morris,42.545443,-75.238748,,NAD83,Otsego County,36077,020501010802,Upper Susquehanna,New York,FALSE,Middle Butternut Creek,,TRUE,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-05T15:02:59.53Z,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-06T15:53:30.957Z,7,Otsego County Conservation Association
745,OCCA.BUTCRE23.20,BUTCRE 23.20,Butternut Creek 23.20,At Route 12,42.58939,-75.19321,,NAD83,Otsego County,36077,020501010802,Upper Susquehanna,New York,FALSE,Middle Butternut Creek,,TRUE,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-05T15:02:59.623Z,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-06T15:53:43.823Z,7,Otsego County Conservation Association
746,ENERWA.GIL,GIL,Gilpins Falls,North East Creek at Gilpins Falls,39.6486,-75.9555,,NAD83,Cecil County,24015,020600020102,Upper Chesapeake,Maryland,FALSE,North East Creek,Samples taken from pond above old dam,TRUE,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-06-05T19:45:00.217Z,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-06-05T19:45:00.217Z,,Elk and North East River Watershed Association
747,ENERWA.DRM,DRM,Doctor Miller Road Bridge,Dr. Miller Road bridge,39.6814,-75.9517,,NAD83,Cecil County,24015,020600020101,Upper Chesapeake,Maryland,FALSE,Little North East Creek,Small creek; site just downstream from site of proposed chicken farm,TRUE,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-06-05T19:46:01.867Z,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-06-05T19:46:01.867Z,,Elk and North East River Watershed Association
748,ENERWA.CTN,CTN,Charlestown Fishing Pier,Charlestown,39.5717,-75.9724,,NAD83,Cecil County,24015,020600020104,Upper Chesapeake,Maryland,TRUE,Hance Point Creek-North East River,Sample taken from Charlestown fishing pier,TRUE,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-06-05T19:46:51.317Z,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-06-05T19:46:51.317Z,,Elk and North East River Watershed Association
749,ENERWA.SMA,SMA,St. Mary Anne's Church,St. Mary Anne's Church dock,39.5958,-75.9441,,NAD83,Cecil County,24015,020600020102,Upper Chesapeake,Maryland,TRUE,North East Creek,"104 Church Point Rd., North East",TRUE,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-06-05T19:47:54.503Z,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-06-05T19:47:54.503Z,,Elk and North East River Watershed Association
750,ENERWA.NNE,NNE,Herring Snatcher's Park,"Herring Snatcher's Park, North East",39.5958,-75.944,,NAD83,Cecil County,24015,020600020102,Upper Chesapeake,Maryland,TRUE,North East Creek,Sample taken from NW bank at MD 272 bridge,TRUE,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-06-05T19:48:59.917Z,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-06-05T19:48:59.917Z,,Elk and North East River Watershed Association
751,ENERWA.,STR,Stony Run,Stony Run,39.5988,-75.952,,NAD83,Cecil County,24015,020600020102,Upper Chesapeake,Maryland,TRUE,North East Creek,Sample taken from N side of bridge on North East Isles Drive,TRUE,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-06-05T19:50:09.167Z,2473b5dc-f75b-47ea-a902-869bb804c21a,2018-06-05T19:50:09.167Z,,Elk and North East River Watershed Association
752,CCCD.CONCRE79.50,CONCRE79.50,Conodoguinet Creek 79.50,Conodoguinet Creek at Creek Road and Cumberland Highway ,40.068522,-77.643277,,NAD83,Franklin County,42055,020503050203,Lower Susquehanna,Pennsylvania,FALSE,Trout Run-Conodoguinet Creek,,TRUE,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-07T13:16:34.903Z,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-10-16T18:50:49.577Z,7,Cumberland County Conservation District
753,CCCD.MIDSPRCRE0.02,MIDSPRCRE0.02,Middle Spring Creek 0.02,Middle Spring Creek at McClays Mill Road,40.10478,-77.559186,,NAD83,Franklin County,42055,020503050302,Lower Susquehanna,Pennsylvania,FALSE,Middle Spring Creek,,TRUE,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-07T13:16:35.31Z,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-09-11T20:10:14.197Z,7,Cumberland County Conservation District
754,CCCD.GRESPRCRE0.16,GRESPRCRE0.16,Green Spring Creek,Green Spring Creek at Green Spring Brethren in Christ Church,40.157973,-77.449899,,NAD83,Cumberland County,42041,020503050305,Lower Susquehanna,Pennsylvania,FALSE,Green Spring Creek,,TRUE,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-07T13:16:35.433Z,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-09-11T20:11:31.31Z,7,Cumberland County Conservation District
755,CCCD.BRARUN0.01,BRARUN0.01,Brandy Run 0.01,Brandy Run at Steelstown and Brandy Run Road,40.177641,-77.453873,,NAD83,Cumberland County,42041,020503050306,Lower Susquehanna,Pennsylvania,FALSE,Three Square Hollow Run-Conodoguinet Creek,,TRUE,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-07T13:16:35.56Z,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-09-11T20:14:11.157Z,7,Cumberland County Conservation District
756,CCCD.CONCRE59.72,CONCRE59.72,Conodoguinet Creek 59.72,Conodoguinet Creek at Steelstown and Brandy Run Road,40.177355,-77.454229,,NAD83,Cumberland County,42041,020503050306,Lower Susquehanna,Pennsylvania,FALSE,Three Square Hollow Run-Conodoguinet Creek,,TRUE,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-07T13:16:35.717Z,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-10-16T18:52:35.987Z,7,Cumberland County Conservation District
757,CCCD.BIGSPRCRE1.23,BIGSPRCRE1.23,Big Spring Creek 1.23,Big Spring Creek at Laughlin Mill,40.174463,-77.395054,,NAD83,Cumberland County,42041,020503050308,Lower Susquehanna,Pennsylvania,FALSE,Big Spring Creek-Conodoguinet Creek,,TRUE,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-07T13:16:35.823Z,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-09-11T20:17:30.96Z,7,Cumberland County Conservation District
758,CCCD.MOUROCSPRCRE0.03,MOUROCSPRCRE0.03,Mount Rock Spring Creek 0.03,Mount Rock Spring Creek,40.214809,-77.299823,,NAD83,Cumberland County,42041,020503050308,Lower Susquehanna,Pennsylvania,FALSE,Big Spring Creek-Conodoguinet Creek,,TRUE,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-07T13:16:35.95Z,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-09-11T20:19:04.94Z,7,Cumberland County Conservation District
759,CCCD.CONCRE43.93,CONCRE43.93,Conodoguinet Creek 43.93,Conodoguinet Creek,40.224638,-77.260294,,NAD83,Cumberland County,42041,020503050403,Lower Susquehanna,Pennsylvania,FALSE,Wertz Run-Conodoguinet Creek,,TRUE,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-07T13:16:36.06Z,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-10-16T18:53:24.4Z,7,Cumberland County Conservation District
760,CCCD.UNTCONCRE0.06,UNTCONCRE0.06,UNT to Conodoguinet Creek 0.06,UNT at North Middleton Park,40.231014,-77.218649,,NAD83,Cumberland County,42041,020503050403,Lower Susquehanna,Pennsylvania,FALSE,Wertz Run-Conodoguinet Creek,,TRUE,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-07T13:16:36.167Z,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-12-17T19:13:42.787Z,7,Cumberland County Conservation District
761,CCCD.CONCRE39.03,CONCRE39.03,Conodoguinet Creek 39.03,Conodoguinet Creek at North Middleton Park,40.234075,-77.218027,,NAD83,Cumberland County,42041,020503050403,Lower Susquehanna,Pennsylvania,FALSE,Wertz Run-Conodoguinet Creek,,TRUE,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-07T13:16:36.263Z,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-10-16T18:55:20.49Z,7,Cumberland County Conservation District
762,CCCD.CONCRE35.82,CONCRE35.82,Conodoguinet Creek 35.82,Conodoguinet Creek at Creekview Park,40.236495,-77.193667,,NAD83,Cumberland County,42041,020503050403,Lower Susquehanna,Pennsylvania,FALSE,Wertz Run-Conodoguinet Creek,,TRUE,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-07T13:16:36.45Z,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-09-11T20:23:47.73Z,7,Cumberland County Conservation District
763,CCCD.WERRUN0.34,WERRUN0.34,Wertz Run 0.34,Wertz Run at Partridge Circle Neighborhood Park,40.244658,-77.17598,,NAD83,Cumberland County,42041,020503050403,Lower Susquehanna,Pennsylvania,FALSE,Wertz Run-Conodoguinet Creek,,TRUE,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-07T13:16:36.573Z,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-09-11T20:24:40.92Z,,Cumberland County Conservation District
764,CCCD.LETSPRRUN4.77,LETSPRRUN4.77,LeTort Spring Run 4.77,Letort Spring Run at Letort Park,40.195294,-77.184267,,NAD83,Cumberland County,42041,020503050404,Lower Susquehanna,Pennsylvania,FALSE,Letort Spring Run,,TRUE,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-06-07T13:16:36.683Z,81381e80-f4cb-4ead-a07d-c2ef5d2a4e00,2018-09-11T20:25:33.06Z,,Cumberland County Conservation District
